Language,Stars,Watchers,OpenIssues,Size,SubscribersCount,Network count,SubLanguagesScale,Score
JavaScript,4169,4169,49,255,109,294,2,0
JavaScript,4169,4169,107,1131,135,774,2,139
JavaScript,4166,4166,8,277,80,150,2,0
JavaScript,4165,4165,22,1814,102,487,2,139
JavaScript,4161,4161,6,20841,280,659,2,137
JavaScript,4160,4160,33,1063,198,1712,2,0
JavaScript,4153,4153,65,3467,121,396,2,0
JavaScript,4153,4153,30,4811,108,159,2,150
JavaScript,4150,4150,26,488,114,294,2,0
JavaScript,4145,4145,60,983,126,387,2,139
JavaScript,4145,4145,96,6416,142,483,2,299
JavaScript,4143,4143,36,893,69,180,2,0
JavaScript,4142,4142,28,128,154,1468,2,0
JavaScript,4133,4133,171,2763,202,1194,2,0
JavaScript,4127,4127,26,2818,150,306,2,139
JavaScript,4117,4117,10,404,107,623,2,0
JavaScript,4109,4109,64,963,158,465,2,139
JavaScript,4103,4103,144,9344,107,567,2,0
JavaScript,4102,4102,9,3470,463,1051,2,0
JavaScript,4100,4100,81,1389,111,387,2,139
JavaScript,4097,4097,152,511,56,249,2,0
JavaScript,4096,4096,13,503,53,76,2,0
JavaScript,4094,4094,104,3498,124,211,2,139
JavaScript,4093,4093,80,9948,129,272,2,139
JavaScript,4088,4088,19,59,183,825,2,0
JavaScript,4086,4086,24,9944,219,369,2,431
JavaScript,4082,4082,45,521,64,167,2,0
JavaScript,4081,4081,3,305,123,727,2,0
JavaScript,4079,4079,134,2299,122,520,2,0
JavaScript,4074,4074,11,170,124,177,2,0
JavaScript,4070,4070,86,7757,81,359,2,139
JavaScript,4066,4066,35,172666,158,337,2,0
JavaScript,4065,4065,7,228,126,251,2,0
JavaScript,4057,4057,817,404368,514,918,2,294
JavaScript,4053,4053,103,130,205,1094,2,0
JavaScript,4053,4053,92,1732,234,861,2,0
JavaScript,4043,4043,60,5704,242,663,2,139
JavaScript,4042,4042,48,5743,97,247,2,167
JavaScript,4039,4039,126,1293,105,265,2,0
JavaScript,4038,4038,16,1730,163,505,2,292
JavaScript,4037,4037,193,34482,145,400,2,304
JavaScript,4023,4023,29,1992,82,123,2,0
JavaScript,4021,4021,22,37613,240,545,2,302
JavaScript,23937,23937,175,16113,702,3970,2,139
JavaScript,23681,23681,1040,86649,446,1225,2,601
JavaScript,23555,23555,462,28142,732,2208,2,149
JavaScript,22652,22652,15,4563,710,2116,2,150
JavaScript,22508,22508,194,61419,1173,12521,2,139
JavaScript,21973,21973,349,9053,623,1609,2,166
JavaScript,21791,21791,109,4327,908,4959,2,0
JavaScript,21694,21694,1676,130793,1647,6592,2,139
JavaScript,21496,21496,197,35766,1034,2873,2,139
JavaScript,21396,21396,647,8858,820,4873,2,139
JavaScript,21334,21334,126,11610,840,5443,2,139
JavaScript,21278,21278,41,20633,541,1228,2,306
JavaScript,20742,20742,23,981,436,10938,2,304
JavaScript,20124,20124,382,76905,808,2063,2,918
JavaScript,19954,19954,630,3586,585,3456,2,298
JavaScript,19899,19899,298,37568,857,3374,2,155
JavaScript,19831,19831,685,67363,897,4891,2,139
JavaScript,19733,19733,710,4266,396,1551,2,0
JavaScript,19639,19639,42,1631,372,1822,2,0
JavaScript,19155,19155,73,2343,902,1537,2,159
JavaScript,19110,19110,273,5692,757,2803,2,0
JavaScript,18877,18877,275,3938,488,1576,2,0
JavaScript,18730,18730,175,2616,439,906,2,139
JavaScript,18414,18414,344,40898,1054,3791,2,321
JavaScript,18200,18200,33,1912,792,1617,2,160
JavaScript,18157,18157,375,114819,1138,5061,2,150
JavaScript,17996,17996,62,11657,819,1745,2,0
JavaScript,17822,17822,276,67978,585,2088,2,306
JavaScript,17474,17474,591,2255,400,2090,2,0
JavaScript,17210,17210,216,10192,585,2367,2,139
JavaScript,17090,17090,42,60078,1532,3822,2,1326
JavaScript,16831,16831,155,1826,387,1251,2,139
JavaScript,16771,16771,176,18151,255,673,2,306
JavaScript,16722,16722,810,8484,636,2161,2,0
JavaScript,16612,16612,18,336,367,1335,2,155
JavaScript,16497,16497,19,3404,538,917,2,0
JavaScript,16416,16416,23,304,630,1568,2,0
C,51741,51741,181,1992332,5942,19234,3,1080
C,26167,26167,1496,70152,2346,9987,3,476
C,25156,25156,290,20468,1054,2052,3,744
C,19722,19722,108,103487,1785,11423,3,1215
C,16596,16596,62,5986,1819,2954,3,291
C,16156,16156,1514,7896,968,4714,3,462
C,13956,13956,80,13798,566,1119,3,299
C,13721,13721,338,2311,400,900,3,477
C,13305,13305,126,303134,1440,4465,3,1365
C,13264,13264,1251,153267,578,1603,3,1192
C,12181,12181,54,27422,1682,5295,3,1062
C,10657,10657,560,74542,599,1337,3,1855
C,10125,10125,79,7865,512,2133,3,315
C,10014,10014,346,5368,264,574,3,623
C,8771,8771,2,198751,848,3954,3,751
C,8395,8395,350,125290,821,3531,3,580
C,8381,8381,10,8600,326,612,3,307
C,8275,8275,101,40458,649,1086,3,301
C,7733,7733,166,12274,522,1311,3,607
C,7622,7622,79,23639,958,1800,3,599
C,7430,7430,196,2582,681,2192,3,143
C,7356,7356,84,10412,377,518,3,0
C,7344,7344,916,1358657,877,5813,3,886
C,7320,7320,182,2151,814,1409,3,307
C,7075,7075,176,2253,503,1207,3,144
C,7016,7016,27,16078,718,1874,3,599
C,6936,6936,343,68903,426,536,3,1084
C,6908,6908,19,7247,702,2218,3,614
C,6615,6615,442,86229,365,863,3,621
C,6575,6575,46,109427,685,1500,3,291
C,6471,6471,49,2493,458,447,3,161
C,6447,6447,101,472,187,320,3,300
C,6253,6253,228,36808,426,1597,3,449
C,6205,6205,83,3891,447,990,3,144
C,6199,6199,77,49380,494,1988,3,1043
C,6159,6159,184,19105,823,1682,3,1076
C,6008,6008,8,89637,235,488,3,573
C,5996,5996,106,4659,211,443,3,439
C,5986,5986,84,371862,361,1506,3,908
C,5906,5906,812,78022,356,1217,3,1217
C,5883,5883,94,3164,1191,2519,3,292
C,5775,5775,7,42721,461,764,3,1066
C,5715,5715,99,4905,481,1549,3,307
C,5678,5678,452,135745,659,2906,3,780
C,5673,5673,672,3161,595,1694,3,305
C,5568,5568,27,12246,273,517,3,599
C,5538,5538,1705,53666,335,2346,3,294
C,5437,5437,434,32641,601,1340,3,440
C,5325,5325,13,78126,110,446,3,1193
C,5318,5318,279,11348,429,954,3,326
C,5247,5247,14,30634,321,549,3,739
C,5230,5230,153,12461,524,1179,3,307
C,5217,5217,135,5490,174,355,3,306
C,4995,4995,17,11330,98,135,3,299
C,4876,4876,48,867,300,291,3,310
C,4843,4843,3,6507,329,697,3,745
C,4707,4707,149,4941,230,262,3,284
C,4676,4676,61,11782,220,235,3,310
C,4674,4674,0,169,443,2541,3,154
C,4638,4638,0,56902,588,1995,3,477
C,4628,4628,233,4472,430,2158,3,453
C,4596,4596,58,14472,319,658,3,285
C,4575,4575,4,3682,608,1097,3,146
C,4361,4361,59,1683,438,666,3,0
C,4360,4360,20,24544,212,524,3,606
C,4281,4281,30,33840,445,860,3,927
C,4200,4200,16,65956,163,259,3,1669
C,4180,4180,104,1131,258,606,3,160
C,4166,4166,8,14748,266,552,3,437
C,4113,4113,23,770,420,233,3,474
C,4100,4100,10,47,268,804,3,0
C,4096,4096,148,1742196,603,2214,3,1077
C,4090,4090,67,1059,106,466,3,154
C,4085,4085,59,13259,406,1224,3,144
C,4051,4051,268,402388,571,1290,3,738
C,4051,4051,35,2818,295,480,3,290
C,3938,3938,148,9606,307,611,3,464
C,3865,3865,188,102254,523,1791,3,436
C,3825,3825,7,8125,425,662,3,134
C,3745,3745,37,48,189,203,3,160
C,3645,3645,82,91008,223,436,3,1840
C,3625,3625,83,27034,255,632,3,306
C,3612,3612,52,675,312,968,3,157
C,3604,3604,11,2778,216,249,3,884
C,3599,3599,47,111,370,761,3,0
C,3590,3590,7,11919,162,218,3,440
C,3584,3584,39,20,147,411,3,0
C,3545,3545,44,1708,266,237,3,277
C,3491,3491,12,123889,435,708,3,1212
C,3491,3491,26,253,112,199,3,159
C,3435,3435,880,4941,231,1035,3,473
C,3385,3385,64,23784,260,723,3,309
C,3303,3303,261,415508,291,749,3,906
C,3294,3294,10,2259823,428,1283,3,5003
C,3288,3288,2,364301,309,1121,3,1392
C,3277,3277,114,1024,448,1259,3,298
C,3263,3263,194,139260,337,275,3,1039
C,3258,3258,7,326438,400,1388,3,1388
C,3237,3237,1,167,96,165,3,159
C,3176,3176,70,482451,184,723,3,464
C,3171,3171,15,606,147,284,3,154
C,3169,3169,25,6055,129,855,3,311
C,3127,3127,135,2283,490,905,3,742
C,3113,3113,171,10464,297,809,3,146
C,3076,3076,146,21611,202,204,3,0
C,3069,3069,143,1967,110,219,3,478
C,3059,3059,64,583,148,387,3,160
C,3056,3056,29,1339,195,350,3,307
C,3018,3018,4,69,117,269,3,280
C,3009,3009,711,57388,561,4682,3,597
C,2977,2977,3,115461,511,878,3,2095
C,2945,2945,9,5937,388,1421,3,326
C,2904,2904,88,3243,175,267,3,453
C,2830,2830,925,41825,365,675,3,611
C,2829,2829,4,332,62,145,3,159
C,2816,2816,41,50128,388,784,3,907
C,2760,2760,58,9831,162,232,3,890
C,2754,2754,10,12791,123,225,3,144
C,2734,2734,60,835,260,972,3,144
C,2681,2681,25,2141,230,442,3,147
C,2670,2670,23,426,117,140,3,163
C,2657,2657,17,11579,257,619,3,457
C,2622,2622,11,241,83,124,3,322
C,2606,2606,153,2061,105,299,3,456
C,2600,2600,2,630,203,562,3,0
C,2593,2593,360,18656,319,480,3,763
C,2591,2591,76,2124,210,972,3,744
C,2588,2588,54,115,216,690,3,0
C,2581,2581,18,29200,210,647,3,771
C,2571,2571,48,44773,142,304,3,585
C,2554,2554,6,3848,150,238,3,0
C,2552,2552,69,4108,94,129,3,303
C,2551,2551,413,73000,463,2059,3,903
C,2538,2538,64,4471,347,619,3,575
C,2521,2521,139,10039,137,306,3,791
C,2520,2520,122,7526,226,544,3,464
C,2461,2461,118,72275,160,325,3,769
C,2406,2406,32,262,96,115,3,301
C,2402,2402,61,7851,344,720,3,0
C,2380,2380,2,13959,351,798,3,724
C,2375,2375,820,78144,216,985,3,912
C,2371,2371,167,2273,517,1489,3,144
C,2364,2364,77,20781,216,729,3,593
C,2361,2361,2,3576,253,894,3,456
C,2343,2343,10,3472,168,416,3,456
C,2321,2321,151,5761,112,261,3,307
C,2305,2305,147,8072213,380,855,3,306
C,2294,2294,17,1684,95,90,3,144
C,2277,2277,458,8235,126,157,3,789
C,2268,2268,32,1241,230,1193,3,308
C,2253,2253,383,138340,304,833,3,732
C,2250,2250,25,1866,202,316,3,307
C,2247,2247,9,803,121,143,3,144
C,2224,2224,35,45464,243,256,3,617
C,2212,2212,17,1317,115,168,3,150
C,2207,2207,53,1737,144,709,3,160
C,2200,2200,36,1035,143,132,3,144
C,2194,2194,18,26378,161,160,3,1067
C,2184,2184,34,8138,422,273,3,458
C,2178,2178,135,11495,113,145,3,150
C,2177,2177,39,16127,62,110,3,301
C,2173,2173,31,13090,231,463,3,445
C,2162,2162,195,235434,361,676,3,2124
C,2152,2152,7,161183,192,1038,3,1516
C,2147,2147,6,345,215,398,3,150
C,2145,2145,61,55620,175,312,3,593
C,2133,2133,14,88525,165,771,3,151
C,2132,2132,195,3599,190,345,3,0
C,2130,2130,8,841,86,186,3,160
C,2127,2127,16,5789,188,477,3,760
C,2113,2113,65,6132,120,194,3,450
C,2112,2112,14,3649,136,311,3,144
C,2099,2099,28,14597,260,865,3,444
C,2092,2092,445,75542,208,572,3,1192
C,2087,2087,11,7052,224,495,3,605
C,2083,2083,80,11339,96,468,3,294
C,2075,2075,69,74,118,206,3,0
C,2064,2064,15,24,141,314,3,0
C,2059,2059,139,681,311,707,3,307
C,2057,2057,2,3373,208,755,3,0
C,2057,2057,23,627,167,347,3,305
C,2041,2041,81,11667,83,340,3,146
C,2028,2028,11,1699,130,266,3,324
C,2021,2021,3,159,42,62,3,319
C,2002,2002,33,4958,120,637,3,320
C,2000,2000,613,32507,260,1028,3,895
C,1997,1997,5,1159,126,182,3,160
C,1979,1979,117,17116,64,181,3,141
C,1971,1971,77,873,70,172,3,463
C,1967,1967,25,8918,238,517,3,428
C,1961,1961,12,17065,112,82,3,0
C,1947,1947,29,15680,53,124,3,479
C,1941,1941,31,7989,83,194,3,147
C,1935,1935,74,35332,397,569,3,300
C,1932,1932,57,32626,392,649,3,605
C,1932,1932,42,755,116,219,3,312
C,1931,1931,1,43,118,224,3,0
C,1930,1930,413,29188,119,439,3,1357
C,1920,1920,122,22990,176,1165,3,1205
C,1916,1916,39,6423,115,203,3,618
C,1910,1910,82,3992,162,257,3,560
C,1907,1907,49,24892,178,116,3,1205
C,1882,1882,181,15376,192,638,3,316
C,1879,1879,742,140319,162,614,3,1193
C,1879,1879,4,3155,33,116,3,158
C,1874,1874,12,456187,275,2171,3,874
C,1869,1869,40,20412,184,424,3,770
C,1863,1863,9,5452,86,142,3,307
C,1863,1863,80,2869,125,157,3,150
C,1861,1861,289,15330,310,576,3,762
C,1857,1857,4,92,163,400,3,0
C,1854,1854,8,288,172,427,3,314
C,1848,1848,0,225005,235,618,3,2479
C,1847,1847,9,17498,106,135,3,288
C,1837,1837,15,114689,294,606,3,594
C,1836,1836,43,885,167,251,3,299
C,1828,1828,58,25951,143,250,3,1331
C,1824,1824,1,82,98,90,3,601
C,1823,1823,61,26,134,453,3,0
C,1818,1818,63,21859,83,241,3,165
C,1814,1814,14,79,44,61,3,0
C,1806,1806,99,17123,218,455,3,468
C,1786,1786,89,161,91,334,3,0
C,1784,1784,17,192788,330,2022,3,603
C,1784,1784,31,7621,67,179,3,940
C,1784,1784,3,8295,349,926,3,326
C,1781,1781,3,2129,155,428,3,148
C,1763,1763,3,15146,178,404,3,456
C,1760,1760,109,3892,116,172,3,897
C,1757,1757,58,713,82,155,3,150
C,1753,1753,360,19017,137,925,3,1086
C,1748,1748,17,1673,147,258,3,306
C,1746,1746,2,15478,163,404,3,623
C,1730,1730,4,7098,198,226,3,578
C,1730,1730,5,19,179,1144,3,152
C,1729,1729,9,10228,90,82,3,787
C,1726,1726,43,150,141,408,3,317
C,1713,1713,2,27364,67,469,3,159
C,1712,1712,51,120069,469,1794,3,729
C,1711,1711,175,38672,263,592,3,606
C,1688,1688,3,95849,216,475,3,160
C,1686,1686,911,81967,127,307,3,1234
C,1669,1669,11,248,110,455,3,0
C,1664,1664,128,2095,92,350,3,150
C,1664,1664,54,94262,103,270,3,726
C,1661,1661,12,597,113,154,3,159
C,1657,1657,37,5217,110,275,3,437
C,1656,1656,258,2529,164,501,3,463
C,1644,1644,13,1701,87,112,3,297
C,1643,1643,2,439,99,148,3,294
C,1640,1640,175,91239,115,2515,3,1353
C,1634,1634,536,21833,128,338,3,752
C,1633,1633,2,1786,88,140,3,482
C,1630,1630,214,66018,189,584,3,899
C,1620,1620,27,2278,353,643,3,299
C,1620,1620,0,90381,305,849,3,632
C,1617,1617,120,6481,103,229,3,631
C,1609,1609,23,1920,169,517,3,448
C,1608,1608,96,90844,65,371,3,893
C,1603,1603,39,56753,121,200,3,437
C,1603,1603,9,207,61,86,3,163
C,1589,1589,116,10864,90,224,3,4843
C,1588,1588,2,75776,120,818,3,2909
C,1586,1586,47,56377,71,134,3,463
C,1574,1574,27,284593,205,481,3,1056
C,1566,1566,15,3261,86,213,3,622
C,1545,1545,49,1219,76,305,3,0
C,1542,1542,46,67732,165,227,3,1057
C,1530,1530,229,136279,231,974,3,1067
C,1520,1520,73,2579,181,399,3,150
C,1517,1517,34,4621,105,123,3,144
C,1517,1517,50,1359,113,423,3,304
C,1515,1515,1,29137,138,265,3,435
C,1513,1513,6,1904,220,353,3,312
C,1510,1510,18,9667,150,296,3,607
C,1489,1489,21,1021,258,566,3,160
C,1484,1484,11,150471,39,44,3,1233
C,1477,1477,0,917,94,78,3,298
C,1471,1471,695,44657,210,880,3,597
C,1467,1467,33,373,156,231,3,141
C,1465,1465,98,48165,91,134,3,1551
C,1460,1460,11,1427,80,170,3,134
C,1452,1452,9,2887507,175,921,3,3335
C,1449,1449,308,309568,229,558,3,2475
C,1447,1447,27,561,177,392,3,163
C,1447,1447,49,276,77,142,3,163
C,1445,1445,2,170931,242,1513,3,903
C,1444,1444,225,1562,185,510,3,609
C,1443,1443,8,26691,188,286,3,444
C,1435,1435,191,7206,128,326,3,1039
C,1433,1433,38,18048,191,594,3,599
C,1431,1431,21,1249,77,278,3,630
C,1418,1418,61,7975,166,272,3,1184
C,1414,1414,162,8256,202,711,3,599
C,1404,1404,67,5434,48,208,3,159
C,1401,1401,21,241954,139,403,3,1047
C,1398,1398,8,61513,316,969,3,782
C,1396,1396,16,288477,192,542,3,156
C,1395,1395,71,746,77,194,3,154
C,1387,1387,16,4766,34,51,3,779
C,1377,1377,10,95,93,136,3,144
C,1374,1374,3,14221,168,596,3,592
C,1371,1371,3,90,62,62,3,0
C,1366,1366,103,12529,92,123,3,1531
C,1347,1347,33,358228,125,138,3,615
C,1347,1347,45,15090,156,497,3,292
C,1341,1341,9,206763,136,327,3,761
C,1338,1338,195,78825,209,564,3,949
C,1333,1333,5,17475,135,655,3,612
C,1329,1329,8,2255,103,592,3,146
C,1319,1319,212,88928,119,397,3,1234
C,1315,1315,48,10705,131,381,3,470
C,1310,1310,23,687,99,64,3,144
C,1307,1307,10,2540,63,156,3,298
C,1306,1306,32,7406,157,1136,3,144
C,1304,1304,9,6623,84,383,3,157
C,1302,1302,356,176752,240,1219,3,758
C,1301,1301,41,1801,150,1111,3,150
C,1295,1295,29,3324,84,170,3,451
C,1292,1292,8,32752,109,49,3,437
C,1289,1289,5,489,77,149,3,144
C,1286,1286,29,1871,89,168,3,0
C,1283,1283,207,1215,99,143,3,307
C,1271,1271,6,237,84,149,3,148
C,1269,1269,320,46930,263,601,3,451
C,1268,1268,21,7322,241,250,3,289
C,1267,1267,16,1703,148,356,3,317
C,1266,1266,60,4704,58,180,3,459
C,1262,1262,223,761322,130,415,3,1366
C,1260,1260,43,112566,280,271,3,0
C,1253,1253,5,672,68,104,3,0
C,1251,1251,48,510,154,124,3,309
C,1247,1247,9,89951,27,42,3,445
C,1247,1247,1,8213,135,97,3,280
C,1243,1243,56,3419,26,151,3,165
C,1242,1242,56,10675,77,180,3,749
C,1237,1237,23,460,79,197,3,160
C,1234,1234,32,209,48,187,3,156
C,1230,1230,38,35747,134,245,3,722
C,1228,1228,23,1129,80,85,3,307
C,1227,1227,50,525,106,209,3,0
C,1225,1225,9,3089,78,66,3,447
C,1224,1224,596,19404,151,643,3,308
C,1224,1224,6,37,39,73,3,152
C,1222,1222,111,200748,130,375,3,1034
C,1221,1221,88,619,131,281,3,321
C,1219,1219,202,80943,85,240,3,745
C,1213,1213,17,2105,132,577,3,456
C,1211,1211,38,963,88,93,3,295
C,1209,1209,27,1303,83,97,3,470
C,1209,1209,10,4592,38,55,3,466
C,1209,1209,76,5710,48,194,3,758
C,1200,1200,11,1809,99,162,3,144
C,1199,1199,10,732,232,157,3,304
C,1193,1193,41,16076,156,308,3,756
C,1192,1192,0,172,80,127,3,142
C,1190,1190,23,31938,86,161,3,156
C,1185,1185,75,35119,244,738,3,438
C,1185,1185,12,3223,51,102,3,319
C,1181,1181,6,484,58,99,3,293
C,1176,1176,903,167139,99,266,3,1846
C,1160,1160,18,2077,142,606,3,304
C,1159,1159,35,1588,100,236,3,310
C,1154,1154,23,4880,81,60,3,457
C,1151,1151,50,977,111,234,3,317
C,1150,1150,25,7846,118,322,3,463
C,1150,1150,117,2614,116,703,3,1027
C,1148,1148,35,214034,277,827,3,1483
C,1144,1144,270,1443423,206,772,3,1390
C,1144,1144,127,101988,152,192,3,437
C,1139,1139,18,8709,169,1834,3,456
C,1139,1139,405,22425,165,694,3,458
C,1139,1139,9,446,76,90,3,147
C,1138,1138,246,25090,110,229,3,1332
C,1138,1138,58,99816,98,265,3,1089
C,1136,1136,13,50790,234,561,3,448
C,1135,1135,22,70,33,70,3,159
C,1131,1131,9,4272,103,567,3,463
C,1130,1130,16,1162,103,288,3,307
C,1126,1126,2,4075,137,424,3,287
C,1123,1123,0,4636,181,315,3,144
C,1120,1120,64,750,105,428,3,157
C,1113,1113,25,161,41,88,3,160
C,1112,1112,44,91129,80,542,3,607
C,1111,1111,62,36412,70,106,3,467
C,1111,1111,248,9037,82,123,3,464
C,1107,1107,18,319,42,107,3,309
C,1106,1106,18,691,102,281,3,144
C,1105,1105,22,506,157,294,3,317
C,1104,1104,13,42687,150,209,3,1712
C,1098,1098,36,1580,40,96,3,153
C,1097,1097,88,854,28,192,3,161
C,1093,1093,235,1657,148,461,3,604
C,1090,1090,5,2689,162,220,3,612
C,1090,1090,23,457225,90,97,3,1703
C,1085,1085,29,294446,307,1406,3,1818
C,1084,1084,417,125341,82,173,3,451
C,1082,1082,15,3881,104,272,3,611
C,1080,1080,95,5576,173,701,3,301
C,1079,1079,70,2902,194,297,3,585
C,1075,1075,61,2217,144,313,3,0
C,1074,1074,49,19590,93,135,3,151
C,1074,1074,6,78911,106,183,3,597
C,1073,1073,30,11812,189,423,3,1232
C,1067,1067,31,6070,100,226,3,455
C,1066,1066,5,31,82,276,3,0
C,1066,1066,15,12661,76,116,3,444
C,1065,1065,5,160560,149,410,3,1356
C,1065,1065,39,1962,62,64,3,313
C,1061,1061,211,36530,170,483,3,611
C,1059,1059,23,159174,124,235,3,1041
C,1054,1054,0,458447,147,485,3,1399
C,1053,1053,97,12701,179,144,3,312
C,1052,1052,41,6695,33,24,3,312
C,1050,1050,87,4993,187,211,3,286
C,1042,1042,126,44779,167,329,3,771
C,1041,1041,103,146337,179,892,3,1067
C,1041,1041,606,55504,73,335,3,3343
C,1040,1040,41,1221872,123,250,3,1670
C,1038,1038,5,16567,81,81,3,144
C,1038,1038,7,1799,78,450,3,142
C,1037,1037,0,4738,75,69,3,143
C,1031,1031,29,20453,203,249,3,451
C,1023,1023,92,20701,47,48,3,436
C,1022,1022,14,866,49,46,3,304
C,1020,1020,28,7589,27,64,3,0
C,1016,1016,81,3358,184,563,3,287
C,1016,1016,16,3106,41,180,3,162
C,1016,1016,41,85122,100,266,3,308
C,1014,1014,52,1847,95,140,3,160
C,1010,1010,9,642,56,70,3,294
C,1009,1009,1,6957,158,357,3,146
C,1008,1008,30,97006,136,313,3,1959
C,1004,1004,167,14775,105,482,3,304
C,1000,1000,32,3020,94,295,3,307
C,1000,1000,163,6255,69,172,3,462
C,998,998,0,3848,85,272,3,275
C,994,994,28,9110,55,75,3,466
C,990,990,1,147574,104,452,3,602
C,988,988,3,3010,54,81,3,147
C,987,987,4,659,108,296,3,304
C,985,985,42,302,145,425,3,316
C,985,985,13,13913,35,42,3,290
C,984,984,99,2878,72,240,3,163
C,979,979,688,102941,170,654,3,776
C,976,976,28,418,134,296,3,314
C,975,975,25,110215,223,473,3,912
C,974,974,34,11494,123,278,3,447
C,969,969,67,1263,45,114,3,160
C,967,967,28,23864,103,277,3,460
C,964,964,32,719,97,86,3,307
C,964,964,8,1133,122,171,3,288
C,958,958,69,78732,95,281,3,585
C,957,957,96,10367,157,479,3,752
C,955,955,6,2862,30,20,3,0
C,953,953,14,1043,65,99,3,314
C,945,945,19,913,96,181,3,442
C,944,944,29,927,62,73,3,134
C,943,943,5,567,48,89,3,0
C,943,943,39,51725,140,445,3,913
C,943,943,44,25292,74,99,3,593
C,940,940,53,1560,135,474,3,301
C,937,937,66,528,164,627,3,149
C,937,937,50,2181,78,118,3,306
C,935,935,21,146504,131,321,3,1471
C,932,932,1,33084,125,227,3,458
C,929,929,21,10294,94,157,3,134
C,928,928,241,26043,104,118,3,589
C,926,926,9,1736,55,30,3,146
C,925,925,0,6341,88,168,3,466
C,924,924,16,105,51,77,3,160
C,923,923,3,1273,36,29,3,144
C,922,922,5,25712,69,145,3,617
C,922,922,75,329,51,121,3,163
C,920,920,258,9586,111,202,3,311
C,919,919,6,517,63,79,3,144
C,914,914,0,9109,92,385,3,317
C,912,912,17,7635,99,114,3,1199
C,911,911,13,644,61,175,3,159
C,911,911,45,15101,68,169,3,436
C,911,911,2,591467,290,581,3,572
C,907,907,48,739,114,157,3,163
C,906,906,18,29491,72,137,3,896
C,905,905,17,5702,59,65,3,436
C,905,905,6,69,99,179,3,160
C,904,904,6,256,47,70,3,142
C,902,902,143,777,93,119,3,150
C,901,901,35,2183,111,283,3,459
C,899,899,133,4419,73,187,3,611
C,898,898,99,3120,120,421,3,297
C,898,898,38,369,124,261,3,287
C,897,897,1,206,53,150,3,325
C,897,897,41,331793,148,529,3,1178
C,894,894,5,21255,28,70,3,161
C,891,891,1,9,101,340,3,0
C,890,890,51,9407,65,95,3,296
C,890,890,46,1019,75,189,3,311
C,890,890,50,173,108,236,3,0
C,889,889,2,94455,93,198,3,144
C,887,887,3,7831,59,61,3,616
C,887,887,17,1532,90,270,3,307
C,883,883,35,2847,140,472,3,587
C,883,883,48,21104,72,139,3,618
C,883,883,27,924,85,129,3,152
C,880,880,7,104,60,111,3,0
C,878,878,1,693,93,309,33,309
C,875,875,4,992,65,99,33,149
C,873,873,76,8256,117,193,33,744
C,869,869,1,49,36,29,33,165
C,868,868,19,4454,118,170,33,307
C,868,868,0,307630,152,226,33,1388
C,867,867,43,242384,41,45,33,781
C,864,864,18,4023,34,75,33,293
C,863,863,79,30424,114,335,33,1199
C,854,854,25,244,51,134,33,0
C,850,850,1,51954,175,311,33,304
C,850,850,8,8415,69,247,33,596
C,847,847,55,6374,126,449,33,289
C,847,847,45,3354,53,71,33,759
C,845,845,8,211,86,112,33,157
C,843,843,0,10440,101,356,33,932
C,843,843,886,6141,93,107,33,587
C,842,842,142,7119,64,261,33,451
C,841,841,56,5796,62,40,33,734
C,839,839,6,177,55,86,33,160
C,838,838,37,347,107,71,33,150
C,837,837,1,231423,150,286,33,284
C,837,837,10,306,66,291,33,0
C,837,837,5,327,98,139,33,285
C,835,835,74,8627,123,283,33,144
C,831,831,64,17205,92,362,33,620
C,831,831,7,618,52,114,33,440
C,831,831,17,30223,43,22,33,949
C,823,823,19,5196,81,109,33,627
C,821,821,8,987009,157,221,33,1243
C,819,819,12,377,46,144,33,278
C,819,819,68,7634,51,158,33,487
C,819,819,11,124,106,168,33,142
C,819,819,29,817,56,104,33,292
C,818,818,2,38,39,45,33,160
C,816,816,66,1274,56,170,33,0
C,814,814,84,10796,20,198,33,149
C,814,814,66,432,167,603,33,150
C,813,813,12,93850,42,55,33,0
C,813,813,7,51992,109,703,33,451
C,811,811,19,313,49,88,33,311
C,810,810,32,1408,76,53,33,301
C,810,810,3,1899,42,72,33,309
C,808,808,52,19218,105,286,33,306
C,806,806,9,352,256,136,33,322
C,804,804,4,109,66,94,33,0
C,801,801,96,121042,127,250,33,1217
C,799,799,32,23259,106,147,33,133
C,797,797,26,10866,121,310,33,600
C,797,797,19,4382,78,182,33,458
C,796,796,40,16071,78,116,33,303
C,795,795,16,4301,113,210,33,617
C,794,794,13,2398596,62,228,33,308
C,792,792,0,45652,156,319,33,737
C,791,791,21,1173,38,102,33,146
C,791,791,9,175048,96,317,33,1078
C,791,791,105,25078,74,216,33,906
C,791,791,40,33921,184,390,33,1171
C,790,790,30,7130,53,61,33,631
C,790,790,179,5158,117,414,33,596
C,789,789,17,2271,33,28,33,143
C,789,789,2,661,61,191,33,302
C,788,788,62,565,38,54,33,160
C,783,783,102,965,108,216,33,265
C,781,781,7,58,82,643,33,159
C,780,780,46,2250,59,87,33,296
C,779,779,0,9159,99,150,33,431
C,775,775,1,324069,196,521,33,461
C,775,775,22,191,116,345,33,160
C,774,774,11,248,52,189,33,157
C,772,772,57,6475,71,89,33,774
C,771,771,32,4985,52,96,33,640
C,771,771,14,332,38,106,33,157
C,771,771,45,420,41,163,33,294
